"CO_UF_RESIDENCIA","SG_UF_RESIDENCIA","NU_IDADE","TP_SEXO","TP_NACIONALIDADE","TP_ST_CONCLUSAO","TP_ANO_CONCLUIU","TP_ESCOLA","IN_TREINEIRO","IN_BAIXA_VISAO","IN_CEGUEIRA","IN_SURDEZ","IN_DISLEXIA","IN_DISCALCULIA","IN_SABATISTA","IN_GESTANTE","IN_IDOSO","TP_PRESENCA_CN","TP_PRESENCA_CH","TP_PRESENCA_LC","CO_PROVA_CN","CO_PROVA_LC","CO_PROVA_MT","NU_NOTA_CN","NU_NOTA_CH","NU_NOTA_LC","TP_STATUS_REDACAO","NU_NOTA_COMP1","NU_NOTA_COMP2","NU_NOTA_COMP3","NU_NOTA_COMP4","NU_NOTA_COMP5","NU_NOTA_REDACAO","Q001","Q002","Q006","Q024","Q025","Q026","Q027","Q047","regioes","idade2"
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,442.8,572.9,538.6,1,120,120,140,140,80,600,5,8,2,1,1,1,1,1,2,34
11,21,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,465.2,617.8,571.9,1,160,120,120,120,100,620,3,4,3,2,2,1,1,1,3,38
53,7,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,545.4,559.3,521.2,1,160,160,160,120,40,640,5,4,3,2,2,1,1,1,1,40
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,399.1,575.3,576.6,1,140,140,120,160,120,680,2,3,4,2,2,3,5,1,4,34
21,10,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,418.3,470.1,430.7,1,120,120,80,120,140,580,5,6,8,2,2,3,5,1,2,34
41,18,17,1,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,413.7,521.9,549.5,1,140,120,120,120,40,540,8,5,5,1,1,1,1,1,5,34
41,18,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,503.7,545,512.8,1,120,80,80,80,40,400,5,4,3,2,2,2,7,1,5,36
24,20,27,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,426,513.2,430.9,1,80,40,60,80,60,320,1,1,2,1,1,1,1,1,2,54
51,13,26,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,407.4,465.7,502.7,1,100,80,100,100,120,500,2,2,1,1,1,2,4,1,1,52
24,20,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,481.9,524.2,425.7,1,120,80,60,100,80,440,2,4,4,1,1,3,7,1,2,40
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,455.2,428.1,442.4,6,0,0,0,0,0,0,5,4,4,2,2,2,2,1,4,34
41,18,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,459.5,437.9,551.7,1,100,80,80,60,40,360,2,4,6,2,1,3,5,1,5,40
42,24,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,559.7,552.7,483.2,1,160,140,120,160,80,660,2,4,4,1,1,1,1,1,5,34
13,3,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,390.2,512.6,432.3,1,120,120,80,120,0,440,2,5,2,2,2,1,1,1,3,36
53,7,32,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,501.5,588.4,529,1,140,140,140,120,100,640,8,2,1,1,1,2,4,1,1,64
23,6,17,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,6,7,409.3,409.8,433.4,1,100,80,80,100,40,400,3,3,2,1,1,1,1,1,2,34
13,3,29,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,441.2,597.5,562.4,1,120,120,80,100,20,440,2,3,3,1,1,2,7,1,3,58
29,5,21,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,397.3,507.4,481.1,1,100,120,100,100,60,480,2,2,2,1,1,1,1,1,2,42
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,469,477.9,531.8,4,0,0,0,0,0,0,5,4,8,2,2,1,1,1,4,34
31,11,46,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,6,9,1,366.9,545.6,521.7,1,120,120,120,120,100,580,5,2,4,1,1,3,5,3,4,92
32,8,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,636.2,647.1,628,1,160,160,140,140,120,720,7,7,7,3,2,1,1,1,4,36
31,11,25,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,487.1,453.4,510.3,1,120,80,80,100,40,420,8,2,5,1,1,3,2,1,4,50
27,2,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,430.2,477.1,504.5,1,100,100,80,100,60,440,2,5,1,1,1,1,1,1,2,36
43,23,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,562,556.8,587.1,1,120,100,100,100,60,480,8,5,2,2,2,2,3,1,5,40
42,24,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,562.5,618.3,592.9,1,120,120,120,120,140,620,5,5,3,2,2,2,6,1,5,38
33,19,15,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,2,9,466.8,644.8,597.3,1,160,160,180,160,120,780,5,7,14,4,2,1,1,4,4,30
31,11,26,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,428.8,505.1,528.1,1,100,80,80,80,100,440,3,2,2,1,1,1,1,1,4,52
35,26,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,6,7,551.9,623.2,603.7,1,120,100,80,100,160,560,5,5,9,2,2,1,1,4,4,34
35,26,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,565.4,596.5,585.4,1,140,140,120,140,160,700,7,7,12,3,2,1,1,4,4,34
29,5,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,403.6,373.4,488.7,1,80,40,40,40,40,240,2,2,2,1,1,1,1,1,2,38
29,5,18,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,3,8,2,388.8,475.9,451.4,1,120,120,100,140,80,560,5,4,2,2,2,1,1,1,2,36
21,10,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,7,4,385.2,467.3,395.9,1,120,100,80,80,20,400,2,3,2,2,1,1,1,1,2,34
31,11,52,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,436.4,534.1,560.3,1,80,120,100,100,40,440,2,2,3,2,1,2,2,1,4,104
33,19,26,1,3,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,3,9,1,496.1,606.2,528.9,1,120,120,140,120,120,620,1,5,7,2,2,2,6,1,4,52
17,27,17,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,459.2,386.5,474.6,1,100,60,80,100,40,380,3,5,2,1,1,1,1,1,3,34
41,18,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,569.8,600.1,568.5,1,120,120,100,120,80,540,7,6,14,3,2,1,1,4,5,32
33,19,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,472.5,610.8,540,1,160,140,160,140,100,700,4,4,4,2,2,1,1,1,4,38
15,14,22,1,1,2,0,2,0,0,0,0,0,0,1,0,0,1,1,1,2,7,4,396.3,344.6,519.9,1,120,100,100,120,40,480,2,4,4,2,2,1,1,1,3,44
13,3,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,433.3,561.7,449.7,1,140,100,100,140,60,540,3,3,3,1,1,1,1,1,3,36
41,18,16,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,514.2,594,508.5,1,140,120,140,120,160,680,4,5,2,2,1,1,1,1,5,32
21,10,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,514.1,560.6,541.7,1,160,160,120,160,120,720,5,5,7,2,2,1,1,4,2,38
35,26,19,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,549,580.6,548.6,1,120,120,120,120,120,600,5,6,7,2,2,3,6,4,4,38
33,19,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,501.2,467.7,499.4,1,160,140,100,120,80,600,3,8,8,2,2,1,1,3,4,34
23,6,22,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,448.5,442.3,445.6,4,0,0,0,0,0,0,3,3,2,1,1,1,1,1,2,44
15,14,16,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,426,557.4,428.3,1,120,120,120,120,100,580,5,5,5,2,1,1,1,4,3,32
27,2,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,417.6,453,475.8,1,80,120,100,120,80,500,2,2,2,1,1,1,1,1,2,36
15,14,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,579.9,603.8,652.4,1,140,120,120,120,120,620,6,6,4,3,2,1,1,4,3,34
52,9,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,420.7,504,506.1,1,160,160,140,160,120,740,3,7,6,2,2,1,1,1,1,34
13,3,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,463.4,470,514.6,1,120,120,80,140,60,520,3,5,4,2,1,1,1,1,3,32
41,18,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,404.8,512.7,441,1,140,120,120,140,80,600,2,4,2,1,1,1,1,1,5,36
13,3,21,1,2,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,502.7,494,506.5,1,160,160,120,160,120,720,5,6,2,2,1,2,7,1,3,42
33,19,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,593.2,641.8,566,1,140,120,120,160,120,660,5,5,2,2,2,1,1,1,4,36
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,590.1,606.1,585.3,1,120,120,120,140,120,620,6,5,6,2,2,1,1,1,2,34
25,15,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,389.9,534.4,491,1,120,100,80,60,60,420,5,4,3,1,1,1,1,1,2,36
23,6,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,537.8,513.2,475.8,1,120,120,100,120,80,540,2,2,2,1,1,1,1,1,2,36
24,20,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,549.8,539.1,563,1,160,140,120,120,100,640,1,4,2,1,1,1,1,1,2,38
35,26,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,375.7,536.1,511.1,1,160,80,60,160,20,480,4,5,7,2,2,3,1,1,4,40
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,488.7,560.1,588.6,1,120,120,100,80,80,500,8,5,7,1,2,1,1,1,4,34
42,24,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,513.5,527,578.3,1,120,120,120,120,120,600,3,5,6,2,2,2,3,1,5,38
35,26,16,2,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,2,7,4,623,608.8,579.3,1,140,160,140,160,100,700,6,6,7,3,2,1,1,4,4,32
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,470.1,514.5,541.4,1,120,60,40,80,0,300,3,5,3,1,1,1,1,1,4,34
52,9,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,387.3,474,529,4,0,0,0,0,0,0,1,2,2,1,1,1,1,1,1,36
29,5,18,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,2,9,419.7,545.7,541.5,1,160,160,160,200,200,880,2,5,3,1,1,1,1,1,2,36
21,10,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,451.3,525.6,534.6,1,120,80,100,100,40,440,8,5,2,1,1,1,1,1,2,36
52,9,18,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,500.4,589.3,581.1,1,140,140,120,160,60,620,5,4,1,2,2,1,1,5,1,36
23,6,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,495.8,481.7,473.3,1,120,120,100,120,80,540,3,6,3,2,2,2,4,2,2,34
23,6,31,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,563.2,591.5,511.9,1,80,40,40,40,40,240,4,1,2,1,2,2,2,1,2,62
31,11,21,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,700.4,713.2,670.5,1,160,200,200,180,180,920,6,5,8,2,2,1,1,4,4,42
51,13,26,1,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,450.8,517.7,519.6,1,120,100,80,80,40,420,2,4,3,1,1,3,5,1,1,52
52,9,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,487,588.1,526.7,1,160,140,160,160,120,740,2,2,5,2,2,1,1,1,1,36
41,18,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,410.4,504.1,534.4,1,140,100,100,120,60,520,6,5,10,2,2,1,1,1,5,34
21,10,18,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,411.9,439.4,468.9,1,60,40,40,40,40,220,2,2,2,2,1,1,1,1,2,36
26,16,32,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,429.2,426.6,534.8,1,120,100,120,100,60,500,1,1,2,1,1,3,9,1,2,64
23,6,24,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,380.2,456.6,458.7,1,120,120,80,100,80,500,3,4,2,1,1,1,1,1,2,48
24,20,18,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,428.3,495.7,496.5,1,120,120,120,120,100,580,2,2,2,1,1,1,1,1,2,36
41,18,18,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,555.6,583,582.5,1,120,100,80,120,20,440,6,6,11,5,2,1,1,4,5,36
31,11,22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,434.8,583.9,481.7,1,100,120,120,120,100,560,8,3,2,2,2,2,11,1,4,44
32,8,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,522.7,538.2,557.6,1,120,120,120,120,40,520,2,2,5,1,2,1,1,1,4,38
23,6,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,512.5,556,526.8,1,120,100,120,120,40,500,4,2,3,2,2,2,7,1,2,40
31,11,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,474.7,468.5,521.8,1,120,120,100,120,80,540,2,2,2,1,2,3,7,1,4,40
42,24,28,2,2,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,543.1,467.8,540,1,100,60,60,80,60,360,4,5,2,2,2,3,5,1,5,56
35,26,20,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,476.9,544.7,604.2,1,120,80,80,80,100,460,5,5,7,2,2,1,1,1,4,40
53,7,21,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,525.8,528.8,476.2,1,120,80,80,100,80,460,5,5,8,1,1,1,1,1,1,42
33,19,19,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,393.6,439.1,480.7,1,120,100,100,120,80,520,4,5,1,1,1,1,1,1,4,38
22,17,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,457.2,533.9,475.4,1,80,100,100,80,40,400,4,4,2,1,1,1,1,1,2,38
27,2,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,725.2,710.8,642.9,1,160,160,200,180,120,820,5,5,3,2,2,1,1,4,2,36
15,14,49,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,399.1,371.6,486.7,1,140,140,120,120,40,560,2,2,4,2,1,3,6,1,3,98
43,23,20,2,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,392.7,534.1,440.9,1,120,60,40,100,40,360,3,5,7,2,2,1,1,1,5,40
13,3,27,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,597.1,612.6,611.3,1,160,180,160,180,120,800,5,7,4,2,1,1,1,1,3,54
15,14,25,2,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,466.6,454.1,452.6,1,120,80,100,100,120,520,6,6,2,1,1,2,5,1,3,50
26,16,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,433.5,456.9,463.9,1,120,120,100,120,60,520,2,1,2,1,2,1,1,1,2,36
15,14,28,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,481.7,533,527.3,1,120,120,120,120,100,580,2,3,3,2,2,2,5,1,3,56
23,6,44,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,392,426.6,524.4,4,0,0,0,0,0,0,8,8,2,1,1,3,7,1,2,88
15,14,35,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,409.9,384.9,442.2,9,0,0,0,0,0,0,2,2,2,1,1,1,1,1,3,70
23,6,21,1,1,1,3,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,473.8,534.4,549.7,1,120,120,120,120,40,520,2,2,2,1,1,2,7,1,2,42
21,10,20,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,449.3,475.2,497,1,120,100,100,120,40,480,4,4,2,1,1,1,1,1,2,40
23,6,17,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,5,6,7,503.3,524.5,547.8,1,120,100,100,120,80,520,8,8,2,1,2,1,1,1,2,34
35,26,17,1,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,615,653.4,643.9,1,120,80,80,120,120,520,6,7,15,2,2,1,1,4,4,34
53,7,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,625.2,557.1,574.4,1,120,120,120,120,160,640,4,5,5,2,1,1,1,1,1,38
41,18,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,492.1,540.8,546.9,1,120,120,100,120,60,520,5,5,3,2,2,2,6,1,5,38
26,16,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,404.3,462,494.1,1,120,100,120,80,80,500,3,7,6,2,2,1,1,4,2,36
23,6,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,378.9,417.9,455.5,1,100,120,100,120,120,560,3,4,2,2,2,1,1,1,2,34
35,26,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,530.5,607.5,630.6,1,160,180,160,160,160,820,2,5,3,1,2,1,1,1,4,34
33,19,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,391.7,484.9,396.6,1,100,100,80,120,40,440,2,2,3,2,2,1,1,1,4,36
23,6,22,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,612.8,649.9,642.4,1,120,120,100,120,60,520,6,5,9,2,2,2,7,4,2,44
31,11,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,580.8,650.1,645.2,1,160,160,160,140,100,720,2,6,6,2,2,1,1,5,4,38
33,19,19,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,492,509.2,481.8,1,120,120,120,120,60,540,3,3,2,2,2,2,6,1,4,38
26,16,31,2,2,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,408.3,380.8,555.3,1,120,80,80,100,60,440,4,3,5,1,2,3,8,1,2,62
31,11,25,2,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,471.3,492.5,517.2,1,100,120,100,120,40,480,4,5,1,1,1,2,2,1,4,50
31,11,22,2,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,6,7,450.6,623.7,565,1,100,120,120,100,120,560,5,3,3,2,1,1,1,1,4,44
35,26,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,491.4,595.6,583.6,1,120,120,100,100,40,480,3,2,3,1,1,1,1,1,4,34
31,11,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,454.4,622.6,572.4,1,120,120,120,120,120,600,3,5,3,2,2,1,1,1,4,40
35,26,18,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,565.8,653.8,631,1,160,200,200,160,120,840,7,7,8,2,2,1,1,4,4,36
43,23,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,537.3,562.3,547.4,1,120,120,100,120,40,500,5,5,3,2,2,1,1,2,5,36
21,10,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,410.4,443.5,473.6,1,120,100,80,80,40,420,2,1,2,1,1,1,1,1,2,38
17,27,16,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,507.6,584.3,532.2,1,140,120,120,120,100,600,2,3,2,1,1,1,1,1,3,32
53,7,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,487.1,562.1,517.5,1,140,120,140,120,120,640,5,5,15,2,2,3,5,4,1,34
41,18,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,575.7,621,539.4,1,120,140,160,140,80,640,5,6,9,4,2,3,4,1,5,34
31,11,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,515.4,519.3,569,1,120,140,140,120,40,560,5,5,4,2,2,1,1,1,4,34
11,21,18,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,8,6,7,405.6,474.8,454.6,1,80,100,80,120,40,420,3,4,4,1,2,2,3,1,3,36
29,5,27,2,1,1,7,1,0,0,0,0,0,0,0,0,0,1,1,1,8,2,9,481,599.3,618.6,1,120,140,120,120,80,580,5,5,4,1,1,3,2,1,2,54
29,5,19,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,6,7,450.4,388,391.1,1,40,60,100,80,80,360,2,1,3,1,1,1,1,1,2,38
32,8,17,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,6,8,2,461.4,524.2,486.9,1,120,100,100,100,60,480,5,5,4,2,2,3,6,1,4,34
28,25,33,1,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,448.3,517.8,379.1,1,120,80,100,100,80,480,2,2,3,2,2,1,1,1,2,66
53,7,17,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,5,2,9,630.4,619.3,619,1,140,120,120,140,100,620,5,5,8,2,1,1,1,5,1,34
25,15,19,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,581.2,544.2,529.3,1,120,120,120,120,120,600,6,4,4,3,1,1,1,4,2,38
29,5,19,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,5,7,4,596.8,645.2,657.4,1,140,120,140,120,80,600,5,6,5,2,2,1,1,4,2,38
53,7,20,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,435.3,537.6,468.7,1,120,120,120,120,100,580,5,4,3,2,2,1,1,1,1,40
23,6,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,527.6,537.9,428.2,1,120,120,100,120,100,560,2,5,4,2,2,1,1,1,2,36
41,18,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,7,1,8,433.4,612.1,561,1,140,120,120,140,60,580,8,2,2,2,1,1,1,1,5,32
33,19,23,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,1,4,5,531.6,491.8,575.3,1,120,100,100,120,100,540,3,3,2,1,2,2,5,1,4,46
23,6,29,2,1,1,9,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,384.7,536.9,503.1,1,100,100,80,80,40,400,8,3,7,1,2,3,5,1,2,58
29,5,56,2,1,1,8,1,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,385.6,484.6,412.1,1,80,80,40,40,40,280,1,1,2,1,1,2,2,1,2,112
29,5,30,2,1,1,10,1,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,544,570.2,589.2,1,160,120,120,160,60,620,5,5,1,1,1,2,7,1,2,60
21,10,21,2,1,1,4,1,0,0,0,0,0,0,0,0,0,1,1,1,8,7,4,438.2,465.2,528,1,80,40,40,80,40,280,3,5,2,1,1,1,1,1,2,42
52,9,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,462.6,500.9,523.2,1,140,120,120,120,80,580,2,2,2,1,1,1,1,1,1,36
21,10,26,1,1,1,6,1,0,0,0,0,0,0,0,0,0,1,1,1,2,1,8,469.9,487.8,501.6,1,140,120,100,120,80,560,3,3,3,1,1,3,3,1,2,52
32,8,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,513.4,420,499.6,1,140,140,120,120,80,600,3,5,6,3,2,1,1,1,4,36
21,10,22,1,1,1,5,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,535.3,610,615.5,1,120,140,140,120,80,600,3,4,2,1,1,1,1,1,2,44
41,18,18,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,1,8,468.9,594.5,554.4,1,100,60,60,80,20,320,6,6,3,3,2,3,3,1,5,36
23,6,16,1,1,3,0,1,1,0,0,0,0,0,0,0,0,1,1,1,8,1,8,511.5,516.4,531.4,1,140,120,100,120,40,520,2,2,2,1,1,1,1,1,2,32
32,8,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,6,7,535.6,599.5,586.2,1,160,200,160,200,80,800,3,3,2,1,1,1,1,1,4,36
52,9,18,2,2,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,5,1,8,438.7,435.5,430.1,1,120,120,120,100,120,580,4,5,3,1,1,1,1,1,1,36
35,26,19,1,1,1,2,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,9,429.8,514.2,539.5,1,160,140,120,120,40,580,7,5,10,2,2,2,7,1,4,38
15,14,17,2,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,7,7,4,429.4,629.5,523.6,1,120,140,120,120,80,580,2,3,2,1,2,1,1,1,3,34
21,10,18,1,1,2,0,2,0,0,0,0,0,0,0,0,0,1,1,1,2,7,4,434.9,544.4,484.9,1,160,120,140,120,120,660,4,3,3,1,1,1,1,1,2,36
52,9,17,2,1,2,0,3,0,0,0,0,0,0,0,0,0,1,1,1,7,2,9,615.1,586.3,613,1,120,140,120,120,100,600,4,5,11,2,2,1,1,4,1,34
23,6,14,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,8,1,8,473.5,598.6,534.8,1,140,140,140,160,100,680,5,4,3,2,2,1,1,3,2,28
